seq,sub_seq,conference,year,Long / Short /Stud,author,title & author,section,src,# of sentence,,
145,,,,,"Alan Akbik, Duncan Blythe, Roland Vollgraf",Contextual String Embeddings for Sequence Labeling,abstract,https://alanakbik.github.io/papers/coling2018.pdf,,,
146,,,,,"Ofir Nachum, Shixiang Gu, Honglak Lee, Sergey Levine",Near-Optimal Representation Learning for Hierarchical Reinforcement Learning,abstract,https://arxiv.org/abs/1810.01257,,,
147,,,,,"Sandeep Subramanian, Adam Trischler, Yoshua Bengio, Christopher J Pal",Learning General Purpose Distributed Sentence Representations via Large Scale Multi-task Learning,abstract,https://arxiv.org/abs/1804.00079,,,
148,,,,,"Yaroslav Ganin, Evgeniya Ustinova, Hana Ajakan, Pascal Germain, Hugo Larochelle, François Laviolette, Mario Marchand, Victor Lempitsky",Domain-Adversarial Neural Networks,abstract,https://arxiv.org/abs/1505.07818,,,
149,,,,,"Ozan Sener, Vladlen Koltun",Multi-Task Learning as Multi-Objective Optimization,abstract,https://arxiv.org/abs/1810.04650,,,
150,,,,,"Hossein Hadian, Hossein Sameti, Daniel Povey, Sanjeev Khudanpur",End-to-end speech recognition using lattice-free MMI,abstract,https://www.danielpovey.com/files/2018_interspeech_end2end.pdf,,,
151,,,,,"Aaron van den Oord, Sander Dieleman, Heiga Zen, Karen Simonyan, Oriol Vinyals, Alex Graves, Nal Kalchbrenner, Andrew Senior, Koray Kavukcuoglu",WaveNet: A Generative Model for Raw Audio,abstract,https://arxiv.org/abs/1609.03499,,,
152,,,,,"Ye Jia, Yu Zhang, Ron J. Weiss, Quan Wang, Jonathan Shen, Fei Ren, Zhifeng Chen, Patrick Nguyen, Ruoming Pang, Ignacio Lopez Moreno, Yonghui Wu",Transfer Learning from Speaker Verification to Multispeaker Text-To-Speech Synthesis,abstract,https://arxiv.org/abs/1806.04558,,,
153,,,,,"Yundong Zhang, Naveen Suda, Liangzhen Lai, Vikas Chandra",Hello Edge: Keyword Spotting on Microcontrollers,abstract,https://arxiv.org/abs/1711.07128,,,
154,,,,,"Szu-Jui Chen, Aswin Shanmugam Subramanian, Hainan Xu, Shinji Watanabe",Building state-of-the-art distant speech recognition using the CHiME-4 challenge with a setup of speech enhancement baseline,abstract,https://arxiv.org/abs/1803.10109,,,
155,,,,,"Tim Dettmers, Pasquale Minervini, Pontus Stenetorp, Sebastian Riedel",Convolutional 2D Knowledge Graph Embeddings,abstract,https://arxiv.org/abs/1707.01476,,,
156,,,,,"Hongyang Gao, Zhengyang Wang, Shuiwang Ji",Large-Scale Learnable Graph Convolutional Networks,abstract,https://arxiv.org/abs/1808.03965,,,
157,,,,,"Xialei Liu, Joost van de Weijer, Andrew D. Bagdanov",Exploiting Unlabeled Data in CNNs by Self-supervised Learning to Rank,abstract,https://arxiv.org/abs/1902.06285,,,
158,,,,,"Ron Levie, Federico Monti, Xavier Bresson, Michael M. Bronstein",CayleyNets: Graph Convolutional Neural Networks with Complex Rational Spectral Filters,abstract,https://arxiv.org/abs/1705.07664,,,
159,,,,,"Chaoyang Wang, Jose Miguel Buenaposada, Rui Zhu, Simon Lucey",Learning Depth from Monocular Videos using Direct Methods,abstract,https://arxiv.org/abs/1712.00175,,,
160,,,,,"Vincent Casser, Soeren Pirk, Reza Mahjourian, Anelia Angelova",Depth Prediction Without the Sensors: Leveraging Structure for Unsupervised Learning from Monocular Videos,abstract,https://arxiv.org/abs/1811.06152,,,
161,,,,,"Danijar Hafner, Timothy Lillicrap, Ian Fischer, Ruben Villegas, David Ha, Honglak Lee, James Davidson",Learning Latent Dynamics for Planning from Pixels,abstract,https://arxiv.org/abs/1811.04551,,,
162,,,,,"Jong Wook Kim, Justin Salamon, Peter Li, Juan Pablo Bello",CREPE: A CONVOLUTIONAL REPRESENTATION FOR PITCH ESTIMATION,abstract,https://arxiv.org/abs/1802.06182,,,
163,,,,,"Taejun Kim, Jongpil Lee, Juhan Nam",Sample-level CNN Architectures for Music Auto-tagging Using Raw Waveforms,abstract,https://arxiv.org/abs/1710.10451,,,
164,,,,,"Francesc Lluís, Jordi Pons, Xavier Serra",End-to-end music source separation: is it possible in the waveform domain?,abstract,https://arxiv.org/abs/1810.12187,,,
165,,,,,"Keunwoo Choi, George Fazekas, Mark Sandler, Kyunghyun Cho",Convolutional Recurrent Neural Networks for Music Classification,abstract,https://arxiv.org/abs/1609.04243,,,
166,,,,,"Russell Stewart, Stefano Ermon",Label-Free Supervision of Neural Networks with Physics and Domain Knowledge,abstract,https://arxiv.org/abs/1609.05566,,,
167,,,,,"Anish Athalye, Nicholas Carlini, David Wagner",Obfuscated Gradients Give a False Sense of Security: Circumventing Defenses to Adversarial Examples,abstract,https://arxiv.org/abs/1802.00420,,,
168,,,,,"Mark Kaminski, Bernardo Cuenca Grau, Egor V. Kostylev, Boris Motik, Ian Horrocks",Foundations of Declarative Data Analysis Using Limit Datalog Programs,abstract,https://arxiv.org/abs/1705.06927,,,
169,,,,,"Giannis Nikolentzos, Polykarpos Meladianos, Stratis Limnios, Michalis Vazirgiannis",A Degeneracy Framework for Graph Similarity,abstract,https://www.ijcai.org/proceedings/2018/360,,,
170,,,,,"Hao Zhou, Tom Young, Minlie Huang, Haizhou Zhao, Jingfang Xu, Xiaoyan Zhu",Commonsense Knowledge Aware Conversation Generation with Graph Attention,abstract,https://www.ijcai.org/proceedings/2018/643,,,
171,,,,,"Vincenzo Auletta, Diodato Ferraioli, Gianluigi Greco",Reasoning about Consensus when Opinions Diffuse through Majority Dynamics,abstract,https://www.ijcai.org/proceedings/2018/7,,,
172,,,,,"Xue Li, Bo Du, Chang Xu, Yipeng Zhang, Lefei Zhang, Dacheng Tao",R-SVM+ Robust Learning with Privileged Information,abstract,https://www.ijcai.org/proceedings/2018/334,,,
173,,,,,"Ke Wang, Xiaojun Wan",SentiGAN Generating Sentimental Texts via Mixture Adversarial Networks,abstract,https://www.ijcai.org/proceedings/2018/618,,,
174,,,,,"Chun Kai Ling, Fei Fang, J. Zico Kolter",What game are we playing? End-to-end learning in normal and extensive form games,abstract,https://arxiv.org/abs/1805.02777,,,
175,,,,,"Noam Brown, Tuomas Sandholm",Safe and Nested Subgame Solving for Imperfect-Information Games,abstract,https://arxiv.org/abs/1705.02955,,,
176,,,,,"Hassan Ashtiani, Shai Ben-David, Nick Harvey, Christopher Liaw, Abbas Mehrabian, Yaniv Plan",Near-optimal Sample Complexity Bounds for Robust Learning of Gaussians Mixtures via Compression Schemes,abstract,https://arxiv.org/abs/1710.05209,,,
177,,,,,"Shulyzki R, Abdelhalim K, Bagheri A, Salam MT, Florez CM, Velazquez JL, Carlen PL, Genov R",320-Channel Active Probe for High-Resolution NeuromonitoringandResponsiveNeurostimulation,abstract,https://ieeexplore.ieee.org/document/6825915,,,
178,,,,,"Yu Jiang, Hao Yu, Xiaojian Fu, Chathuranga Hettiarachchi, He Xu, Ye Li, Tien Hoa Nguyen, Longtao Dong, Cuong Dang, Qing Zhang",A Nano-Filter-Integrated CMOS Image Sensor for Fluorescent Biomedical Imaging,abstract,https://ieeexplore.ieee.org/document/8584706,,,
179,,,,,"Alessio Burrello, Kaspar Schindler, Luca Benini, Abbas Rahimi",One-shot Learning for iEEG Seizure Detection Using End-to-end Binary Operations Local Binary Patterns with Hyperdi,abstract,https://arxiv.org/abs/1809.01926,,,
180,,,,,"Chenxi Wen, Timothy K. Horiuchi",Power-Law Compression Expands the Dynamic Range of a Neuromorphic Echolocation System,abstract,https://ieeexplore.ieee.org/document/8584680,,,
181,,,,,"Adrien F. Vincent, Jérôme Larroque, Nicolas Locatelli, Nesrine Ben Romdhane, Olivier Bichler, Christian Gamrat, Wei Sheng Zhao, Jacques-Olivier Klein, Sylvie Galdin-Retailleau, Damien Querlioz",Spin-transfer torque magnetic memory as a stochastic memristive synapse for neuromorphic systems,abstract,https://ieeexplore.ieee.org/document/7086084,,,
182,,,,,"Christos Sapsanis, Nathaniel Welsh, Michael Pozin, Guillaume Garreau, Gaspar Tognetti, Hani Bakhshaee, Philippe O. Pouliquen, Rajat Mitral, Reid Thompson, Andreas G. Andreou",StethoVest A simultaneous multichannel wearable system for cardiac acoustic mapping,abstract,https://jhu.pure.elsevier.com/en/publications/stethovest-a-simultaneous-multichannel-wearable-system-for-cardia,,,
183,,,,,"Tyler Lu, Dale Schuurmans, Craig Boutilier",non-delusional-q-learning-and-value-iteration,abstract,https://papers.nips.cc/paper/8200-non-delusional-q-learning-and-value-iteration.pdf,,,
184,,,,,"Kanit Wongsuphasawat, Daniel Smilkov, James Wexler, Jimbo Wilson, Dandelion Mané, Doug Fritz, Dilip Krishnan, Fernanda B. Viégas, Martin Wattenberg",Visualizing Dataﬂow Graphs of Deep Learning Models in TensorFlow,abstract,https://ieeexplore.ieee.org/document/8019861,,,
185,,,,,"Liu D, Xu P, Ren L.",TPFlow: Progressive Partition and Multidimensional Pattern Extraction for Large-Scale Spatio-Temporal Data Analysis,abstract,https://www.ncbi.nlm.nih.gov/pubmed/30136965,,,
186,,,,,"Hongseok Namkoong, John C. Duchi",Variance-based Regularization with Convex Objectives,abstract,https://papers.nips.cc/paper/6890-variance-based-regularization-with-convex-objectives,,,
187,,,,,"Thorsten Joachims, Adith Swaminathan, Tobias Schnabel",Unbiased Learning-to-Rank with Biased Feedback,abstract,https://arxiv.org/abs/1608.04468,,,
188,,,,,"Alistair Moffat, Matthias Petri",Index Compression Using Byte-Aligned ANS Coding and Two-Dimensional Contexts,abstract,https://www.cs.ru.nl/~arjen/RSDS2019/RU_RSDS_2019_paper_33.pdf,,,
189,,,,,"Bob Goodwin, Michael Hopcroft, Dan Luu, Alex Clemmer, Mihaela Curmei, Sameh Elnikety, Yuxiong He",BitFunnel: Revisiting Signatures for Search,abstract,https://danluu.com/bitfunnel-sigir.pdf,,,
190,,,,,"Rocío Cañamares, Pablo Castells",Should I Follow the Crowd? A Probabilistic Analysis of the Effectiveness of Popularity in Recommender Systems,abstract,http://ir.ii.uam.es/pubs/sigir2018.pdf,,,
191,,,,,"Patrick Ernst, Amy Siu, Gerhard Weikum",HighLife: Higher-arity Fact Harvesting,abstract,https://dl.acm.org/citation.cfm?id=3186000,,,
192,,,,,"Daniel Deutch, Nave Frost, Amir Gilad",Provenance for Natural Language Queries,abstract,http://www.vldb.org/pvldb/vol10/p577-deutch.pdf,,,
193,,,,,"Taylor Mordan, Nicolas Thome, Matthieu Cord, Gilles Henaff",Deformable Part-based Fully Convolutional Network for Object Detection,abstract,https://arxiv.org/abs/1707.06175,,,
194,,,,,"Daniel Hernandez-Juarez, Lukas Schneider, Antonio Espinosa, David Vázquez, Antonio M. López, Uwe Franke, Marc Pollefeys, Juan C. Moure",Slanted Stixels: Representing San Francisco’s Steepest Streets,abstract,https://arxiv.org/abs/1707.05397,,,
195,,,,,"Amir Zamir, Alexander Sax, William Shen, Leonidas Guibas, Jitendra Malik, Silvio Savarese",Taskonomy: Disentangling Task Transfer Learning,abstract,https://arxiv.org/abs/1804.08328,,,
196,,,,,"Martin Sundermeyer, Zoltan-Csaba Marton, Maximilian Durner, Manuel Brucker, Rudolph Triebel",Implicit 3D Orientation Learning for 6D Object Detection from RGB Images,abstract,https://arxiv.org/abs/1902.01275,,,
197,,,,,"Peter Kontschieder, Madalina Fiterau, Antonio Criminisi, Samuel Rota Bulò",Deep Neural Decision Forests,abstract,https://ieeexplore.ieee.org/document/7410529,,,
198,,,,,"Kaiming He, Georgia Gkioxari, Piotr Dollár, Ross Girshick",Mask R-CNN,abstract,https://arxiv.org/abs/1703.06870,,,
199,,,,,"S Eum, D Doermann",Content Selection Using Frontalness Evaluation of Multiple Frames,abstract,https://obj.umiacs.umd.edu/icpr/sungmin_08292016%28submittedVersion%29.pdf,,,
200,,,,,"Qin Xu, Yifan Sun, Yali Li, Shengjin Wang",Attend and Align: Improving Deep Representations with Feature Alignment Layer for Person Retrieval,abstract,https://ieeexplore.ieee.org/document/8545850,,,
201,,,,,"Jiedong Hao, Jing Dong, Wei Wang, Tieniu Tan",DeepFirearm: Learning Discriminative Feature Representation for Fine-grained Firearm Retrieval,abstract,https://arxiv.org/abs/1806.02984,,,
202,,,,,"Zhengyuan Yang, Yixuan Zhang, Jerry Yu, Junjie Cai, Jiebo Luo",End-to-end Multi-Modal Multi-Task Vehicle Control for Self-Driving Cars with Visual Perceptions,abstract,https://arxiv.org/abs/1801.06734,,,
203,,,,,"Pau Riba, Andreas Fischer, Josep Lladós, Alicia Fornés",Learning Graph Distances with Message Passing Neural Networks,abstract,https://priba.github.io/assets/publi/conf/2018_ICPR_PRiba.pdf,,,
204,,,,,"Chi Yuan, Zhixiang Liu, Youmin Zhang",Fire detection using infrared images for UAV-based forest fire surveillance,abstract,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7991306,,,
205,,,,,"Marco Hutter, Christian Gehring, Dominic Jud, Andreas Lauber, C. Dario Bellicoso, Vassilios Tsounis, Jemin Hwangbo, Karen Bodie , Peter Fankhauser, Michael Bloesch, Remo Diethelm, Samuel Bachmann, Amir Melzer, Mark Hoepflinger",ANYmal - a Highly Mobile and Dynamic Quadrupedal Robot,abstract,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7758092,,,
206,,,,,"Duncan W. Haldane, Justin K. Yim, Ronald S. Fearing",Repetitive extreme-acceleration (14-g) spatial jumping with Salto-1P,abstract,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8206172,,,
207,,,,,"Thomas Stastny, Roland Siegwart",Nonlinear Model Predictive Guidance for Fixed-wing UAVs Using Identified Control Augmented Dynamics,abstract,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8453377,,,
208,,,,,"Cenk Baykal, Ron Alterovitz",Asymptotically Optimal Design of Piecewise Cylindrical Robots using Motion Planning,abstract,http://www.roboticsproceedings.org/rss13/p20.pdf,,,
209,,,,,"Marc Toussaint, Kelsey R. Allen, Kevin A. Smith, Joshua B. Tenenbaum",Differentiable Physics and Stable Modes for Tool-Use and Manipulation Planning,abstract,http://www.roboticsproceedings.org/rss14/p44.pdf,,,
210,,,,,"Marie-Lena Eckert, Wolfgang Heidrich, Nils Thuerey",Coupled Fluid Density and Motion from Single Views,abstract,https://arxiv.org/abs/1806.06613,,,
211,,,,,"Yuanzhi Li, Tengyu Ma, Hongyang Zhang",Algorithmic Regularization in Over-parameterized Matrix Sensing and Neural Networks with Quadratic Activations,abstract,https://arxiv.org/abs/1712.09203,,,
212,,,,,"Yuchen Zhang, Percy Liang, Moses Charikar",A Hitting Time Analysis of Stochastic Gradient Langevin Dynamics,abstract,https://arxiv.org/abs/1702.05575,,,
213,,,,,"Lydia T. Liu, Sarah Dean, Esther Rolf, Max Simchowitz, Moritz Hardt",Delayed Impact of Fair Machine Learning,abstract,https://arxiv.org/abs/1803.04383,,,
214,,,,,"Cristina Feier, Carsten Lutz, Frank Wolter",From Conjunctive Queries to Instance Queries in Ontology-Mediated Querying,abstract,https://www.ijcai.org/proceedings/2018/0250.pdf,,,
215,,,,,"Kevin Scaman, Francis Bach, Sébastien Bubeck, Yin Tat Lee, Laurent Massoulié",Optimal Algorithms for Non-Smooth Distributed Optimization in Networks,abstract,https://arxiv.org/abs/1806.00291,,,
216,,,,,"Ricky T. Q. Chen, Yulia Rubanova, Jesse Bettencourt, David Duvenaud",Neural Ordinary Differential Equations,abstract,https://arxiv.org/abs/1806.07366,,,
217,,,,,"Myungho Lee, Nahal Norouzi, Gerd Bruder, Pamela J. Wisniewski, Gregory F. Welch",The Physical-Virtual Table: Exploring the Effects of a Virtual Humans Physical Influence on Social Interaction,abstract,https://sreal.ucf.edu/wp-content/uploads/2018/11/Lee2018ab.pdf,,,
218,,,,,"Franz Sauer, Kwan-Liu Ma",Spatio-Temporal Feature Exploration in Combined Particle&Volume Reference Frames,abstract,https://ieeexplore.ieee.org/document/7864476,,,
219,,,,,"Yang Shi, Chris Bryan, Sridatt Bhamidipati, Ying Zhao, Yaoxue Zhang, Kwan-Liu Ma",MeetingVis: Visual Narratives to Assist in Recalling Meeting Context and Content,abstract,https://ieeexplore.ieee.org/abstract/document/8320320,,,
220,,,,,"Feifei Li, Bin Wu, Ke Yi, Zhuoyue Zhao",Wander Join: Online Aggregation via Random Walks,abstract,https://www.cse.ust.hk/~yike/sigmod16.pdf,,,
221,,,,,"Huanchen Zhang, Hyeontaek Lim, Viktor Leis, David G. Andersen, Michael Kaminsky, Kimberly Keeton",SurF: Practical Range Query Filtering with Fast Succinct Tries,abstract,https://dl.acm.org/citation.cfm?id=3196931,,,
222,,,,,"Ahmed Elgohary, Matthias Boehm, Peter J. Haas, Frederick R. Reiss, Berthold Reinwald",Compressed linear algebra for large-scale machine learning,abstract,http://www.vldb.org/pvldb/vol9/p960-elgohary.pdf,,,
223,,,,,"XiaoleiQu, Pedro J.J.Alvarez, QilinLi",Applications of nanotechnology in water and wastewater treatment,abstract,https://www.sciencedirect.com/science/article/pii/S0043135413001772,,,
224,,,,,"I.Michael, L.Rizzo, C.S.McArdell, C.M.Manaia, C.Merlin, T.Schwartz, C.Dagot, D.Fatta-Kassinos",Urban wastewater treatment plants as hotspots for the release of antibiotics in the environment: A review,abstract,https://www.sciencedirect.com/science/article/pii/S0043135412008391,,,
225,,,,,"Sayanan Sivaraman, Mohan Manubhai Trivedi","Looking at Vehicles on the Road: A Survey of Vision-Based Vehicle Detection, Tracking, and Behavior Analysis",abstract,https://ieeexplore.ieee.org/document/6563169,,,
226,,,,,"Yisheng Lv, Yanjie Duan, Wenwen Kang, Zhengxi Li, Fei-Yue Wang",Traffic Flow Prediction With Big Data: A Deep Learning Approach,abstract,https://ieeexplore.ieee.org/document/6894591,,,
227,,,,,"Vicente Milanés, Steven E. Shladover, John Spring, Christopher Nowakowski, Hiroshi Kawazoe, and Masahide Nakamura",Cooperative Adaptive Cruise Control in Real Traffic Situations,abstract,https://ieeexplore.ieee.org/document/6588305,,,
228,,,,,"Bo Ai, Xiang Cheng, Thomas Kürner, Zhang-Dui Zhong, Ke Guan, Rui-Si He, Lei Xiong, David W. Matolak, David G. Michelson, Cesar Briso-Rodriguez",Challenges Toward Wireless Communications for High-Speed Railway,abstract,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6808529,,,
229,,,,,"Mario di Bernardo, Alessandro Salvi, Stefania Santini",Distributed Consensus Strategy for Platooning of Vehicles in the Presence of Time-Varying Heterogeneous Communication Delays,abstract,https://ieeexplore.ieee.org/document/6891349,,,
230,,,,,"David González, Joshué Pérez, Vicente Milanés, Fawzi Nashashibi",A Review of Motion Planning Techniques for Automated Vehicles,abstract,https://ieeexplore.ieee.org/document/7339478,,,
231,,,,,"Wenjia Li, Houbing Song",ART: An Attack-Resistant Trust Management Scheme for Securing Vehicular Ad Hoc Networks,abstract,https://ieeexplore.ieee.org/abstract/document/7328306,,,
232,,,,,"Lei Chen, Cristofer Englund",Cooperative Intersection Management: A Survey,abstract,https://ieeexplore.ieee.org/abstract/document/7244203,,,
233,,,,,Kakan C. Dey ; Li Yan ; Xujie Wang ; Yue Wang ; Haiying Shen ; Mashrur Chowdhury ; Lei Yu ; Chenxi Qiu ;,"A Review of Communication, Driver Characteristics, and Controls Aspects of Cooperative Adaptive Cruise Control (CACC)",abstract,https://ieeexplore.ieee.org/document/7314936,,,
234,,,,,"Junqing Wei, Jarrod M. Snider, Junsung Kim, John M. Dolan, Raj Rajkumar and Bakhtiar Litkouhi",Towards a viable autonomous driving research platform,abstract,https://www.ri.cmu.edu/pub_files/2013/6/2013_IV_SRX.pdf,,,
235,,,,,"Markus Schreiber, Carsten Knöppel, Uwe Franke",LaneLoc: Lane marking based localization using highly accurate maps,abstract,https://ieeexplore.ieee.org/document/6629509,,,
236,,,,,"Julius Ziegler, Philipp Bender, Thao Dang, Christoph Stiller","Trajectory planning for Bertha-A local, continuous method.",abstract,https://ieeexplore.ieee.org/document/6856581,,,
237,,,,,"Minh Van Ly, Sujitha Martin, Mohan M. Trivedi",Driver classification and driving style recognition using inertial sensors,abstract,https://ieeexplore.ieee.org/abstract/document/6629603,,,
